Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Timestamp,Account_Balance,Device_Type,Location,Merchant_Category,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Type,Card_Age,Transaction_Distance,Authentication_Method,Risk_Score,Is_Weekend,Fraud_Label
TXN_33269,USER_4287,3.12,ATM Withdrawal,2023-07-14 12:44:00,83015.43,Tablet,Sydney,Travel,0,0,10,294.78,3,Amex,151,3818.53,PIN,0.9931,0,1
TXN_16095,USER_6629,90.37,Bank Transfer,2023-07-20 01:10:00,30518.42,Mobile,London,Travel,0,0,3,305.18,1,Amex,212,903.0,OTP,0.9854,1,1
TXN_8904,USER_9265,163.71,POS,2023-10-24 13:18:00,4398.51,Mobile,Mumbai,Groceries,0,0,6,421.65,4,Discover,167,1123.25,Biometric,0.5516,0,1
TXN_8406,USER_1253,97.02,ATM Withdrawal,2023-11-07 02:54:00,4930.6,Laptop,Tokyo,Groceries,0,1,14,347.13,1,Mastercard,230,1032.81,Biometric,0.5678,1,0
TXN_5012,USER_1734,41.62,Bank Transfer,2023-04-02 10:50:00,94364.76,Laptop,Sydney,Groceries,0,1,7,27.45,1,Mastercard,96,758.43,Password,0.9949,1,1
TXN_4243,USER_4847,114.16,Online,2023-09-22 08:05:00,10272.69,Mobile,Tokyo,Travel,0,0,6,388.07,3,Discover,195,3656.82,PIN,0.4118,0,0
TXN_15418,USER_1882,39.1,Online,2023-03-17 22:15:00,61805.19,Tablet,Tokyo,Groceries,0,0,3,266.13,1,Discover,24,2896.17,PIN,0.802,1,0
TXN_41123,USER_5409,17.31,Bank Transfer,2023-03-01 05:09:00,57766.83,Laptop,London,Travel,0,0,2,41.5,2,Mastercard,87,3263.26,PIN,0.9265,0,1
TXN_29755,USER_4793,14.57,POS,2023-01-14 12:56:00,42379.26,Tablet,Mumbai,Clothing,0,0,7,331.29,3,Mastercard,181,4685.82,Password,0.6252,0,0
TXN_32163,USER_9396,13.39,Online,2023-06-28 00:44:00,33216.84,Mobile,Tokyo,Electronics,0,0,12,59.96,3,Mastercard,239,4258.47,PIN,0.8876,0,1
TXN_31979,USER_7282,157.26,Bank Transfer,2023-08-21 13:37:00,41623.76,Tablet,Tokyo,Electronics,0,0,4,342.41,3,Mastercard,87,3388.88,PIN,0.0459,1,0
TXN_36443,USER_3875,180.24,ATM Withdrawal,2023-03-02 21:38:00,45656.35,Laptop,London,Groceries,0,0,3,384.6,0,Amex,229,3565.33,OTP,0.6001,0,0
TXN_16481,USER_8201,30.94,Online,2023-03-03 02:32:00,65305.36,Mobile,Sydney,Electronics,0,0,10,119.31,1,Discover,97,3543.42,OTP,0.2085,0,0
TXN_1114,USER_5853,66.99,POS,2023-12-06 08:53:00,58724.66,Mobile,Mumbai,Groceries,0,0,13,17.19,2,Visa,2,1618.98,Password,0.4306,1,0
TXN_14875,USER_2793,172.6,ATM Withdrawal,2023-02-04 23:56:00,17590.44,Laptop,Mumbai,Restaurants,0,0,11,429.63,4,Amex,16,2477.98,OTP,0.6831,1,1
TXN_6266,USER_6073,34.49,Bank Transfer,2023-11-04 04:26:00,62407.05,Laptop,Tokyo,Groceries,0,0,14,176.49,1,Discover,38,3754.82,Password,0.9324,1,1
TXN_39208,USER_4414,196.94,POS,2023-02-22 00:43:00,94123.07,Mobile,London,Clothing,0,0,9,109.16,2,Amex,40,3623.02,OTP,0.2206,0,0
TXN_32426,USER_1258,14.67,ATM Withdrawal,2023-06-13 15:35:00,25528.27,Tablet,Sydney,Clothing,0,0,3,452.02,3,Amex,27,733.13,PIN,0.2588,0,0
TXN_11917,USER_2352,181.91,Bank Transfer,2023-06-15 12:31:00,97642.39,Tablet,London,Electronics,0,0,13,97.33,0,Discover,144,1187.66,OTP,0.4841,0,0
TXN_23180,USER_4014,98.4,POS,2023-12-08 01:45:00,65562.76,Tablet,Tokyo,Groceries,0,0,1,62.04,4,Mastercard,88,918.62,PIN,0.1238,0,1
TXN_41353,USER_2127,261.13,ATM Withdrawal,2023-09-22 05:56:00,47771.51,Laptop,Sydney,Restaurants,0,0,5,315.33,0,Mastercard,105,2143.74,OTP,0.6533,0,0
TXN_35148,USER_7331,146.84,Bank Transfer,2023-04-27 23:24:00,32969.62,Mobile,Tokyo,Electronics,0,0,10,393.26,0,Visa,231,2487.69,OTP,0.367,0,0
TXN_30572,USER_7849,545.32,Bank Transfer,2023-07-28 01:47:00,85908.15,Tablet,Sydney,Travel,0,0,10,319.8,2,Amex,117,1393.8,Password,0.2804,1,0
TXN_47806,USER_3662,40.07,Bank Transfer,2023-08-10 01:03:00,43407.88,Tablet,Sydney,Travel,0,1,7,99.17,3,Mastercard,70,2952.53,Biometric,0.862,0,1
TXN_45285,USER_3552,68.91,Bank Transfer,2023-11-10 13:45:00,60141.89,Laptop,New York,Clothing,0,0,6,266.89,2,Mastercard,157,118.77,Biometric,0.0592,0,0
TXN_42790,USER_1805,123.17,Online,2023-09-01 05:36:00,31175.33,Tablet,Tokyo,Travel,0,0,12,22.58,0,Visa,173,121.31,OTP,0.8948,0,1
TXN_20996,USER_2718,201.06,POS,2023-11-29 16:38:00,36500.43,Mobile,London,Travel,0,0,6,107.6,0,Mastercard,214,2091.97,Biometric,0.7951,1,0
TXN_34298,USER_7236,92.14,ATM Withdrawal,2023-08-11 13:00:00,12544.09,Tablet,New York,Clothing,0,0,1,263.95,2,Mastercard,79,3920.58,PIN,0.7194,0,0
TXN_22048,USER_6834,305.01,POS,2023-02-28 15:34:00,60081.41,Mobile,Sydney,Electronics,0,1,1,222.81,4,Amex,207,1427.95,Password,0.591,0,1
TXN_2528,USER_5492,335.88,ATM Withdrawal,2023-01-01 11:26:00,5879.54,Laptop,Mumbai,Groceries,0,0,4,441.75,2,Amex,191,1873.05,Password,0.6212,0,0
TXN_30518,USER_2817,161.08,ATM Withdrawal,2023-06-21 01:22:00,696.66,Mobile,Mumbai,Clothing,0,0,7,270.07,1,Amex,15,3932.35,Biometric,0.8747,0,1
TXN_29540,USER_7940,73.11,Online,2023-06-13 21:47:00,66166.99,Laptop,Mumbai,Travel,0,0,5,373.92,2,Visa,197,466.46,Password,0.3555,0,0
TXN_27440,USER_5313,50.45,Online,2023-12-07 01:10:00,11039.57,Laptop,London,Travel,0,0,14,379.8,4,Amex,2,3808.28,Biometric,0.942,1,1
TXN_43854,USER_2863,87.51,Online,2023-07-03 19:40:00,25097.57,Tablet,New York,Travel,0,0,5,159.01,2,Mastercard,239,3131.55,OTP,0.5952,1,0
TXN_26938,USER_9867,102.19,Bank Transfer,2023-06-08 13:02:00,67732.97,Tablet,New York,Restaurants,0,0,13,312.47,0,Amex,61,1086.79,Password,0.0462,0,0
TXN_2984,USER_5579,8.55,Bank Transfer,2023-11-04 07:29:00,67292.88,Laptop,Mumbai,Clothing,0,0,4,493.25,3,Mastercard,21,1696.6,PIN,0.3629,0,0
TXN_14773,USER_9290,24.21,POS,2023-03-21 11:43:00,1550.3,Mobile,Mumbai,Travel,0,0,6,282.85,2,Discover,229,3922.48,OTP,0.2224,1,0
TXN_27927,USER_5602,20.35,Online,2023-08-23 17:49:00,12967.31,Tablet,Mumbai,Travel,1,0,13,151.04,2,Visa,208,3318.48,PIN,0.0562,0,0
TXN_22425,USER_1483,41.78,Bank Transfer,2023-11-12 05:57:00,34515.62,Laptop,London,Groceries,0,0,9,403.24,2,Amex,157,2602.16,OTP,0.5717,0,0
TXN_26389,USER_9162,114.59,Bank Transfer,2023-02-02 14:42:00,84775.02,Mobile,London,Groceries,0,0,8,426.38,3,Visa,63,1130.77,Password,0.3353,1,0
TXN_42168,USER_2957,63.65,ATM Withdrawal,2023-01-07 13:12:00,29098.28,Mobile,Mumbai,Electronics,0,0,4,127.49,3,Discover,36,250.64,Biometric,0.6547,0,0
TXN_45902,USER_9038,103.05,Online,2023-01-10 00:01:00,14303.12,Laptop,Sydney,Groceries,0,0,2,427.24,3,Discover,212,4974.94,Password,0.6452,1,0
TXN_19185,USER_7559,4.68,ATM Withdrawal,2023-08-22 19:36:00,44491.84,Tablet,Mumbai,Electronics,0,0,7,212.3,0,Mastercard,141,591.46,PIN,0.4483,1,0
TXN_18986,USER_3038,193.51,ATM Withdrawal,2023-05-14 16:00:00,49045.42,Mobile,London,Groceries,0,0,12,263.71,4,Visa,56,2057.7,Password,0.2038,1,1
TXN_29620,USER_2428,29.28,ATM Withdrawal,2023-10-28 20:24:00,55747.73,Mobile,Sydney,Groceries,0,0,8,390.95,1,Visa,42,4957.89,OTP,0.4475,1,0
TXN_20560,USER_8662,52.32,POS,2023-12-12 01:02:00,96861.55,Laptop,Sydney,Clothing,0,0,5,37.92,2,Discover,125,3231.44,OTP,0.1322,0,0
TXN_35149,USER_8019,2.15,POS,2023-12-25 07:29:00,10252.14,Mobile,New York,Clothing,1,0,6,40.98,4,Discover,234,65.78,PIN,0.1592,1,1
TXN_24234,USER_1423,17.99,Online,2023-11-04 16:29:00,12748.34,Mobile,Sydney,Travel,0,0,12,455.41,2,Mastercard,39,2532.89,Password,0.0553,0,0
TXN_15433,USER_2990,66.24,Bank Transfer,2023-06-23 02:49:00,23888.22,Laptop,New York,Clothing,0,0,3,314.41,4,Amex,40,3915.34,OTP,0.0573,0,1
TXN_2863,USER_8161,32.6,Bank Transfer,2023-11-27 00:12:00,43567.71,Laptop,Mumbai,Clothing,0,1,11,496.56,3,Amex,162,219.26,Biometric,0.7424,0,0
TXN_23219,USER_4505,36.93,Online,2023-03-18 00:15:00,26199.4,Laptop,Mumbai,Clothing,0,0,5,159.29,3,Mastercard,111,4380.08,Biometric,0.5963,0,0
TXN_16662,USER_3814,166.48,Online,2023-07-17 13:43:00,72483.71,Laptop,Tokyo,Restaurants,0,0,1,89.41,3,Mastercard,220,1844.61,Biometric,0.5828,1,0
TXN_15767,USER_3162,47.4,Bank Transfer,2023-11-30 02:41:00,15431.38,Tablet,Mumbai,Travel,0,0,5,323.58,4,Amex,55,4674.51,Password,0.9649,1,1
TXN_14478,USER_7587,35.1,POS,2023-04-16 22:07:00,42153.35,Mobile,New York,Electronics,0,0,8,315.03,4,Discover,233,3124.25,Biometric,0.8423,0,1
TXN_9955,USER_1619,119.71,Bank Transfer,2023-12-29 17:49:00,28571.82,Laptop,Tokyo,Travel,0,0,1,177.28,1,Mastercard,125,570.54,PIN,0.3944,0,0
TXN_31402,USER_9134,98.37,Bank Transfer,2023-02-02 20:37:00,20972.24,Laptop,Sydney,Electronics,0,0,9,371.75,1,Visa,135,366.65,Password,0.7858,0,0
TXN_21049,USER_5256,100.79,POS,2023-12-15 18:59:00,97903.05,Tablet,London,Electronics,0,0,4,125.59,3,Mastercard,34,3808.22,PIN,0.1968,0,0
TXN_34969,USER_7266,151.98,POS,2023-07-13 01:00:00,47393.91,Tablet,Sydney,Travel,0,0,13,459.25,3,Amex,6,897.13,Biometric,0.9832,1,1
TXN_24268,USER_1642,40.0,ATM Withdrawal,2023-11-22 23:51:00,8273.21,Mobile,Mumbai,Restaurants,0,0,14,403.64,0,Mastercard,118,4466.12,OTP,0.7527,1,0
TXN_23204,USER_7767,74.01,ATM Withdrawal,2023-06-18 03:14:00,88867.94,Laptop,New York,Restaurants,0,0,3,469.04,1,Visa,93,1058.18,OTP,0.5961,0,0
TXN_3377,USER_9801,76.3,ATM Withdrawal,2023-07-02 23:23:00,76444.39,Tablet,New York,Electronics,0,0,9,387.6,1,Amex,10,954.33,OTP,0.7435,0,0
TXN_1599,USER_3740,153.86,Online,2023-11-06 17:47:00,60277.26,Tablet,Mumbai,Clothing,0,0,4,65.94,2,Discover,159,2399.0,OTP,0.2726,0,0
TXN_476,USER_9335,165.5,ATM Withdrawal,2023-07-10 05:19:00,47750.41,Mobile,New York,Groceries,0,0,14,150.99,4,Discover,226,350.82,PIN,0.347,0,1
TXN_10798,USER_9835,8.18,Bank Transfer,2023-06-12 20:43:00,53234.82,Laptop,New York,Groceries,0,0,2,424.47,0,Amex,103,4850.96,Biometric,0.9824,1,1
TXN_8639,USER_8902,59.65,Bank Transfer,2023-09-25 21:14:00,5436.26,Tablet,London,Groceries,0,0,7,368.06,1,Amex,164,3395.11,OTP,0.0742,1,0
TXN_22142,USER_8113,38.03,Bank Transfer,2023-08-12 07:31:00,63752.77,Tablet,London,Restaurants,0,0,6,265.19,3,Amex,175,3351.62,OTP,0.5087,1,0
TXN_22182,USER_7500,86.46,Bank Transfer,2023-08-25 01:20:00,69992.12,Laptop,Sydney,Clothing,0,0,6,401.36,0,Mastercard,114,151.28,PIN,0.9044,0,1
TXN_9932,USER_2161,7.16,ATM Withdrawal,2023-08-31 20:20:00,10382.3,Tablet,Tokyo,Restaurants,0,0,13,15.78,4,Mastercard,237,2086.76,Biometric,0.4053,0,1
TXN_21046,USER_3640,100.64,Bank Transfer,2023-01-30 22:13:00,2976.34,Laptop,Mumbai,Travel,0,0,8,386.27,4,Mastercard,36,2409.14,Password,0.5489,1,1
TXN_45442,USER_3797,153.36,ATM Withdrawal,2023-12-22 03:51:00,15810.39,Laptop,Sydney,Clothing,0,0,3,251.42,2,Amex,1,2778.34,PIN,0.2422,0,0
TXN_36231,USER_5732,139.94,Online,2023-03-03 14:56:00,48985.75,Laptop,New York,Clothing,0,0,11,376.51,2,Discover,227,443.67,OTP,0.9457,1,1
TXN_43952,USER_9861,21.29,POS,2023-11-25 13:48:00,28249.74,Laptop,London,Travel,0,0,13,280.79,0,Mastercard,61,112.27,Password,0.2331,0,0
TXN_38326,USER_4479,109.11,Bank Transfer,2023-10-26 07:08:00,72522.98,Tablet,Sydney,Groceries,0,0,4,222.39,2,Amex,209,4344.39,Password,0.5746,0,0
TXN_38592,USER_7486,108.19,Bank Transfer,2023-04-08 12:17:00,31364.99,Laptop,Tokyo,Restaurants,0,0,13,495.78,4,Mastercard,151,1268.17,Password,0.3689,1,1
TXN_17781,USER_3779,152.24,Online,2023-12-05 08:36:00,25396.03,Tablet,Tokyo,Restaurants,1,0,4,261.59,2,Discover,158,3674.98,OTP,0.6697,1,0
TXN_29875,USER_3412,48.15,Online,2023-10-05 14:57:00,77081.51,Laptop,Tokyo,Groceries,0,0,12,212.54,0,Discover,112,216.82,OTP,0.557,1,0
TXN_31070,USER_1311,52.13,ATM Withdrawal,2023-08-24 07:40:00,1603.64,Tablet,London,Groceries,0,0,14,235.23,3,Visa,204,4595.92,PIN,0.3122,1,0
TXN_22256,USER_3084,121.39,POS,2023-10-14 05:37:00,47452.63,Tablet,Tokyo,Travel,0,1,14,308.26,2,Amex,87,3825.28,Biometric,0.4898,0,0
TXN_9459,USER_6493,65.11,POS,2023-01-10 15:28:00,57202.4,Mobile,Sydney,Restaurants,0,1,2,221.59,4,Discover,4,3053.88,OTP,0.5174,0,1
TXN_10665,USER_2420,45.59,Bank Transfer,2023-11-12 16:46:00,39022.7,Mobile,Sydney,Clothing,0,0,2,146.7,0,Mastercard,164,219.09,Password,0.774,0,0
TXN_8331,USER_9634,328.23,POS,2023-05-26 07:35:00,5473.55,Mobile,Sydney,Electronics,0,0,5,379.78,1,Amex,123,1574.82,PIN,0.5947,0,0
TXN_25865,USER_8752,100.28,Bank Transfer,2023-05-06 03:57:00,48921.41,Laptop,New York,Restaurants,0,0,13,191.33,2,Amex,128,2402.73,PIN,0.4381,0,0
TXN_48001,USER_3914,149.33,ATM Withdrawal,2023-04-22 07:44:00,82210.96,Tablet,London,Clothing,0,0,10,184.27,3,Discover,11,2671.06,Password,0.6793,0,0
TXN_17554,USER_9294,11.17,POS,2023-07-22 10:24:00,53091.4,Laptop,Tokyo,Restaurants,0,0,7,161.54,2,Discover,17,3479.54,PIN,0.5622,0,0
TXN_38886,USER_7545,19.64,POS,2023-04-26 06:12:00,15295.75,Laptop,London,Travel,0,0,6,16.33,2,Discover,186,113.73,OTP,0.6026,1,0
TXN_28590,USER_1825,39.26,POS,2023-11-28 09:02:00,57133.67,Mobile,Mumbai,Electronics,0,0,2,484.21,4,Mastercard,111,2107.11,Biometric,0.098,1,1
TXN_15302,USER_8710,15.61,ATM Withdrawal,2023-06-14 06:03:00,97641.79,Tablet,Mumbai,Electronics,0,0,9,405.5,4,Visa,203,822.84,PIN,0.8927,0,1
TXN_27980,USER_4921,54.29,Bank Transfer,2023-09-10 01:37:00,56901.65,Tablet,Tokyo,Electronics,0,0,3,374.9,4,Mastercard,15,700.12,Biometric,0.4364,0,1
TXN_19593,USER_5364,10.66,POS,2023-04-17 12:46:00,84480.2,Tablet,Mumbai,Travel,0,0,12,44.53,4,Amex,194,2948.27,OTP,0.3021,0,1
TXN_11839,USER_4145,30.05,POS,2023-01-10 17:22:00,4407.5,Mobile,London,Clothing,0,0,3,310.14,4,Amex,105,2972.68,Password,0.1835,0,1
TXN_19062,USER_5599,84.08,Bank Transfer,2023-01-21 22:19:00,51362.92,Tablet,Sydney,Electronics,0,0,1,217.21,0,Visa,49,939.84,Biometric,0.8189,0,0
TXN_26700,USER_1906,45.8,POS,2023-06-14 22:46:00,96125.08,Laptop,Sydney,Travel,0,0,1,199.0,0,Amex,231,2416.94,Biometric,0.2116,0,0
TXN_39868,USER_9021,39.21,ATM Withdrawal,2023-09-28 23:06:00,6257.57,Mobile,Tokyo,Travel,0,0,2,248.69,1,Amex,114,3186.51,OTP,0.7286,0,0
TXN_18826,USER_7717,39.86,ATM Withdrawal,2023-01-04 17:02:00,45403.55,Laptop,Sydney,Restaurants,0,0,4,314.59,1,Visa,31,4871.99,Password,0.6112,1,0
TXN_44782,USER_8726,29.93,Online,2023-03-24 18:20:00,98159.46,Laptop,New York,Clothing,0,0,6,282.15,2,Discover,143,3143.39,PIN,0.4923,0,0
TXN_13473,USER_9949,9.99,Bank Transfer,2023-10-20 21:21:00,77913.14,Tablet,Sydney,Restaurants,0,0,4,188.35,0,Mastercard,182,2314.49,Biometric,0.1129,1,0
TXN_1811,USER_7099,328.11,POS,2023-04-20 10:59:00,99392.39,Tablet,Sydney,Restaurants,0,1,7,466.29,1,Discover,90,1951.26,Biometric,0.7797,0,0
TXN_5576,USER_7200,185.56,Bank Transfer,2023-03-06 22:54:00,21735.96,Mobile,Sydney,Electronics,0,0,1,209.05,0,Mastercard,63,2441.43,Password,0.6893,1,0
TXN_13604,USER_5190,40.46,Online,2023-11-24 11:48:00,86759.48,Mobile,Tokyo,Clothing,0,0,2,296.45,2,Visa,204,781.74,PIN,0.057,0,0
TXN_45814,USER_7234,356.5,ATM Withdrawal,2023-02-24 18:04:00,20763.58,Laptop,New York,Travel,0,0,6,99.2,2,Amex,116,2037.03,PIN,0.3123,0,0
TXN_19287,USER_8914,135.24,Bank Transfer,2023-03-11 20:32:00,64351.11,Laptop,Sydney,Electronics,0,0,12,228.0,2,Discover,136,4170.91,PIN,0.5023,0,0
TXN_45444,USER_6365,74.66,Bank Transfer,2023-12-13 05:38:00,49573.07,Laptop,Sydney,Travel,0,0,4,413.59,1,Visa,201,4721.97,PIN,0.156,1,0
TXN_2213,USER_3297,307.04,Bank Transfer,2023-09-21 12:09:00,66684.5,Laptop,London,Electronics,0,0,14,300.41,1,Amex,84,4584.38,Password,0.9949,0,1
TXN_27630,USER_5322,33.94,Online,2023-04-24 05:11:00,46778.04,Mobile,Sydney,Electronics,0,0,6,199.88,1,Mastercard,125,219.57,OTP,0.3762,0,0
TXN_43904,USER_7026,100.49,Bank Transfer,2023-02-19 23:21:00,30086.37,Laptop,London,Restaurants,0,0,3,314.63,0,Discover,71,4647.12,OTP,0.1816,0,0
TXN_30731,USER_2233,117.28,Bank Transfer,2023-10-30 04:23:00,55182.52,Laptop,New York,Travel,0,0,7,59.12,0,Mastercard,172,1457.39,PIN,0.9013,1,1
TXN_21255,USER_7508,27.05,ATM Withdrawal,2023-05-09 17:13:00,9065.24,Laptop,London,Groceries,0,0,9,457.22,1,Amex,103,1108.04,Password,0.957,0,1
TXN_22982,USER_1613,45.77,ATM Withdrawal,2023-12-13 23:32:00,51856.09,Mobile,Sydney,Clothing,0,0,7,338.56,2,Amex,235,1487.93,Biometric,0.1461,0,0
TXN_16039,USER_9064,12.64,Bank Transfer,2023-10-30 17:42:00,86651.63,Laptop,Sydney,Electronics,0,0,5,265.76,0,Mastercard,75,4998.6,Password,0.5944,0,0
TXN_2672,USER_4807,103.62,Bank Transfer,2023-03-25 16:01:00,97639.24,Tablet,New York,Electronics,0,0,4,257.48,4,Discover,18,4819.36,PIN,0.9406,0,1
TXN_29363,USER_6383,168.55,ATM Withdrawal,2023-07-04 17:33:00,29486.06,Mobile,New York,Electronics,0,0,1,216.63,1,Visa,41,915.7,Biometric,0.8117,0,0
TXN_2608,USER_4243,300.02,Bank Transfer,2023-09-29 02:46:00,65805.43,Laptop,New York,Electronics,0,0,12,326.08,3,Discover,22,4638.19,OTP,0.4102,1,0
TXN_20496,USER_2730,200.91,ATM Withdrawal,2023-11-27 20:33:00,98801.07,Mobile,New York,Restaurants,0,0,4,393.32,1,Mastercard,15,2716.2,Password,0.1535,1,0
TXN_47608,USER_6439,19.85,Online,2023-10-18 17:42:00,35294.51,Mobile,Mumbai,Electronics,0,0,6,450.4,2,Mastercard,201,1599.34,Biometric,0.8681,0,1
TXN_5159,USER_7054,83.47,Bank Transfer,2023-06-17 03:48:00,93244.19,Mobile,New York,Clothing,0,0,10,306.11,0,Amex,35,3701.1,PIN,0.6433,1,0
TXN_39381,USER_2432,91.96,ATM Withdrawal,2023-02-10 21:07:00,85998.17,Tablet,Sydney,Clothing,0,0,13,293.98,3,Discover,96,2512.15,Password,0.3056,0,0
TXN_35576,USER_9425,8.87,POS,2023-05-12 22:04:00,83326.79,Tablet,London,Restaurants,0,0,14,237.78,2,Amex,190,2221.74,OTP,0.4878,1,0
TXN_34234,USER_8228,51.73,Online,2023-07-30 19:57:00,31681.62,Tablet,New York,Electronics,0,0,4,259.47,3,Mastercard,51,3924.19,Password,0.5892,0,0
TXN_32777,USER_7851,65.34,POS,2023-11-26 11:04:00,45540.36,Laptop,New York,Electronics,0,0,11,98.65,2,Discover,36,277.32,OTP,0.441,0,0
TXN_11401,USER_8181,142.26,Bank Transfer,2023-10-14 00:15:00,98854.77,Tablet,Tokyo,Restaurants,1,0,10,153.53,4,Discover,30,3897.55,Biometric,0.5596,0,1
TXN_10504,USER_6265,51.37,POS,2023-11-29 22:17:00,52473.6,Laptop,New York,Travel,0,0,11,47.95,2,Amex,225,1751.4,Password,0.9339,0,1
TXN_33526,USER_4075,90.31,POS,2023-10-03 09:42:00,13885.29,Tablet,Sydney,Clothing,0,0,7,238.69,0,Discover,80,2568.61,Password,0.2081,0,0
TXN_41589,USER_9835,21.6,Online,2023-06-02 10:37:00,53216.13,Laptop,Mumbai,Groceries,0,0,11,223.8,4,Mastercard,31,922.2,PIN,0.793,0,1
TXN_5754,USER_9098,18.03,Bank Transfer,2023-11-17 23:01:00,2491.64,Laptop,Sydney,Clothing,0,0,3,71.81,2,Mastercard,234,1658.01,OTP,0.8218,0,0
TXN_44770,USER_8501,3.19,ATM Withdrawal,2023-09-18 14:10:00,90895.77,Mobile,Mumbai,Electronics,0,0,3,332.94,3,Discover,174,1860.65,Password,0.3513,1,0
TXN_22011,USER_7453,112.59,POS,2023-05-13 05:15:00,43883.72,Mobile,Sydney,Clothing,0,0,13,68.5,2,Mastercard,64,1459.35,Biometric,0.9471,0,1
TXN_45388,USER_8444,7.19,ATM Withdrawal,2023-11-12 09:38:00,6708.39,Laptop,Sydney,Groceries,0,0,10,424.65,1,Amex,227,1234.39,OTP,0.6334,0,0
TXN_20937,USER_6161,15.84,Online,2023-05-18 11:00:00,84439.09,Laptop,Mumbai,Electronics,0,0,3,453.46,0,Visa,75,1243.9,Biometric,0.9628,0,1
TXN_21934,USER_5337,200.9,ATM Withdrawal,2023-05-03 19:40:00,71776.95,Mobile,Tokyo,Groceries,0,0,1,233.1,4,Amex,215,38.61,PIN,0.8639,0,1
TXN_8034,USER_1712,78.86,Bank Transfer,2023-06-24 07:30:00,88469.57,Laptop,Tokyo,Restaurants,0,0,3,441.3,2,Mastercard,217,308.08,OTP,0.1938,1,0
TXN_7126,USER_3739,16.41,Bank Transfer,2023-08-24 21:38:00,30237.52,Laptop,London,Clothing,0,0,1,434.39,4,Discover,45,1062.6,Biometric,0.9202,0,1
TXN_47615,USER_8812,255.83,ATM Withdrawal,2023-11-19 11:07:00,45818.17,Laptop,Tokyo,Clothing,0,0,14,117.32,3,Visa,206,1339.19,Password,0.6814,0,0
TXN_47790,USER_7319,92.67,ATM Withdrawal,2023-11-20 04:53:00,9304.01,Mobile,London,Groceries,0,0,10,218.27,2,Amex,23,4206.46,Password,0.3082,0,0
TXN_46122,USER_2650,176.42,POS,2023-02-02 13:02:00,37169.86,Mobile,London,Groceries,0,1,9,40.92,0,Visa,37,1816.74,PIN,0.6945,1,0
TXN_35846,USER_3709,73.04,Online,2023-05-12 19:56:00,10557.45,Tablet,Sydney,Travel,0,0,11,113.85,1,Visa,9,2150.06,Biometric,0.1876,1,0
TXN_34582,USER_6730,150.69,ATM Withdrawal,2023-03-11 02:17:00,76982.78,Laptop,New York,Restaurants,0,0,14,345.26,1,Mastercard,76,3643.38,PIN,0.5212,0,0
TXN_13082,USER_5474,42.44,Bank Transfer,2023-07-06 15:40:00,38035.38,Laptop,Tokyo,Electronics,0,0,7,332.55,2,Mastercard,135,4627.08,PIN,0.142,0,0
TXN_40646,USER_7345,5.61,ATM Withdrawal,2023-12-03 17:35:00,6834.72,Mobile,Tokyo,Clothing,0,1,2,329.79,2,Mastercard,162,4322.69,Biometric,0.544,0,0
TXN_21905,USER_8677,11.82,POS,2023-01-26 02:41:00,81584.04,Laptop,London,Electronics,0,0,3,250.6,0,Discover,27,2898.93,OTP,0.0746,1,0
TXN_25238,USER_6575,184.16,Online,2023-12-19 13:18:00,5479.21,Mobile,London,Restaurants,0,0,13,110.2,1,Amex,1,2561.93,OTP,0.462,0,0
TXN_35975,USER_7471,58.18,Bank Transfer,2023-04-13 18:17:00,84141.46,Laptop,Sydney,Clothing,0,0,6,73.24,0,Mastercard,183,86.75,Biometric,0.1228,0,0
TXN_6496,USER_4766,79.64,Online,2023-03-14 02:27:00,39550.04,Laptop,New York,Clothing,0,0,8,53.09,4,Visa,221,3017.49,Biometric,0.9844,0,1
TXN_43693,USER_1957,198.31,ATM Withdrawal,2023-02-12 02:50:00,79325.88,Laptop,Mumbai,Electronics,0,0,7,267.2,4,Discover,117,582.55,Biometric,0.2655,0,1
TXN_33524,USER_2185,10.86,Online,2023-05-15 23:01:00,10376.25,Tablet,Mumbai,Groceries,0,0,4,255.32,1,Visa,164,3460.3,PIN,0.2292,1,0
TXN_20701,USER_5092,163.57,POS,2023-04-26 17:50:00,56030.46,Laptop,New York,Electronics,0,0,14,462.43,1,Mastercard,124,684.72,PIN,0.3421,0,0
TXN_13312,USER_7542,169.14,Bank Transfer,2023-10-25 04:54:00,27783.32,Laptop,London,Restaurants,0,0,14,418.94,0,Visa,121,1900.54,Password,0.6991,0,0
TXN_10036,USER_6423,212.17,Bank Transfer,2023-02-28 00:20:00,31751.93,Mobile,London,Groceries,1,0,12,33.44,3,Amex,74,2664.3,OTP,0.7451,1,0
TXN_14164,USER_1256,81.66,Online,2023-05-02 14:56:00,42647.78,Mobile,Sydney,Restaurants,0,0,3,257.74,1,Discover,15,2998.37,Password,0.0477,0,0
TXN_31154,USER_5764,227.03,ATM Withdrawal,2023-08-30 14:54:00,58693.35,Mobile,Tokyo,Restaurants,0,0,11,174.3,1,Mastercard,205,4306.41,Biometric,0.5166,1,0
TXN_24948,USER_7586,118.68,POS,2023-09-07 18:26:00,3472.74,Laptop,Mumbai,Travel,0,0,10,306.27,4,Visa,187,4710.03,OTP,0.7503,1,1
